##TaskId, PlcTask,20
20,544,1,4594162771707952059,0,337,337
20,544,1,2184203901330450007,0,8,8
20,544,0,7625923668379592734,0,369,24
20,545,1,4594162771707952059,0,336,336
20,545,1,2184203901330450007,0,7,7
20,545,0,7625923668379592734,0,366,23
20,546,1,4594162771707952059,0,337,337
20,546,1,2184203901330450007,0,7,7
20,546,0,7625923668379592734,0,367,23
20,547,1,4594162771707952059,0,337,337
20,547,1,2184203901330450007,0,7,7
20,547,0,7625923668379592734,0,368,24
20,548,1,4594162771707952059,0,337,337
20,548,1,2184203901330450007,0,8,8
20,548,0,7625923668379592734,0,367,22
20,549,1,4594162771707952059,0,337,337
20,549,1,2184203901330450007,0,339,339
20,549,0,7625923668379592734,0,697,21
20,550,1,4594162771707952059,0,337,337
20,550,1,2184203901330450007,0,8,8
20,550,0,7625923668379592734,0,367,22
20,551,1,4594162771707952059,0,337,337
20,551,1,2184203901330450007,0,7,7
20,551,0,7625923668379592734,0,366,22
20,552,1,4594162771707952059,0,335,335
20,552,1,2184203901330450007,0,7,7
20,552,0,7625923668379592734,0,367,25
20,553,1,4594162771707952059,0,335,335
20,553,1,2184203901330450007,0,7,7
20,553,0,7625923668379592734,0,366,24
20,554,1,4594162771707952059,0,336,336
20,554,1,2184203901330450007,0,8,8
20,554,0,7625923668379592734,0,365,21
20,555,1,4594162771707952059,0,336,336
20,555,1,2184203901330450007,0,7,7
20,555,0,7625923668379592734,0,366,23
20,556,1,4594162771707952059,0,336,336
20,556,1,2184203901330450007,0,8,8
20,556,0,7625923668379592734,0,365,21
20,557,1,4594162771707952059,0,337,337
20,557,1,2184203901330450007,0,7,7
20,557,0,7625923668379592734,0,367,23
20,558,1,4594162771707952059,0,337,337
20,558,1,2184203901330450007,0,7,7
20,558,0,7625923668379592734,0,366,22
20,559,1,4594162771707952059,0,337,337
20,559,1,2184203901330450007,0,7,7
20,559,0,7625923668379592734,0,367,23
20,560,1,4594162771707952059,0,337,337
20,560,1,2184203901330450007,0,338,338
20,560,0,7625923668379592734,0,697,22
20,561,1,4594162771707952059,0,336,336
20,561,1,2184203901330450007,0,8,8
20,561,0,7625923668379592734,0,366,22
20,562,1,4594162771707952059,0,337,337
20,562,1,2184203901330450007,0,7,7
20,562,0,7625923668379592734,0,366,22
20,563,1,4594162771707952059,0,336,336
20,563,1,2184203901330450007,0,8,8
20,563,0,7625923668379592734,0,365,21
20,564,1,4594162771707952059,0,335,335
20,564,1,2184203901330450007,0,7,7
20,564,0,7625923668379592734,0,366,24
20,565,1,4594162771707952059,0,335,335
20,565,1,2184203901330450007,0,7,7
20,565,0,7625923668379592734,0,366,24
20,566,1,4594162771707952059,0,335,335
20,566,1,2184203901330450007,0,7,7
20,566,0,7625923668379592734,0,366,24
20,567,1,4594162771707952059,0,337,337
20,567,1,2184203901330450007,0,7,7
20,567,0,7625923668379592734,0,366,22
20,568,1,4594162771707952059,0,336,336
20,568,1,2184203901330450007,0,7,7
20,568,0,7625923668379592734,0,367,24
20,569,1,4594162771707952059,0,336,336
20,569,1,2184203901330450007,0,7,7
20,569,0,7625923668379592734,0,367,24
20,570,1,4594162771707952059,0,336,336
20,570,1,2184203901330450007,0,7,7
20,570,0,7625923668379592734,0,366,23
20,571,1,4594162771707952059,0,337,337
20,571,1,2184203901330450007,0,338,338
20,571,0,7625923668379592734,0,696,21
20,572,1,4594162771707952059,0,337,337
20,572,1,2184203901330450007,0,7,7
20,572,0,7625923668379592734,0,367,23
20,573,1,4594162771707952059,0,337,337
20,573,1,2184203901330450007,0,7,7
20,573,0,7625923668379592734,0,367,23
20,574,1,4594162771707952059,0,335,335
20,574,1,2184203901330450007,0,7,7
20,574,0,7625923668379592734,0,365,23
20,575,1,4594162771707952059,0,336,336
20,575,1,2184203901330450007,0,7,7
20,575,0,7625923668379592734,0,366,23
20,576,1,4594162771707952059,0,336,336
20,576,1,2184203901330450007,0,8,8
20,576,0,7625923668379592734,0,365,21
20,577,1,4594162771707952059,0,336,336
20,577,1,2184203901330450007,0,7,7
20,577,0,7625923668379592734,0,367,24
20,578,1,4594162771707952059,0,337,337
20,578,1,2184203901330450007,0,8,8
20,578,0,7625923668379592734,0,366,21
20,579,1,4594162771707952059,0,337,337
20,579,1,2184203901330450007,0,7,7
20,579,0,7625923668379592734,0,366,22
20,580,1,4594162771707952059,0,337,337
20,580,1,2184203901330450007,0,8,8
20,580,0,7625923668379592734,0,366,21
20,581,1,4594162771707952059,0,336,336
20,581,1,2184203901330450007,0,7,7
20,581,0,7625923668379592734,0,366,23
20,582,1,4594162771707952059,0,337,337
20,582,1,2184203901330450007,0,337,337
20,582,0,7625923668379592734,0,698,24
20,583,1,4594162771707952059,0,337,337
20,583,1,2184203901330450007,0,7,7
20,583,0,7625923668379592734,0,366,22
20,584,1,4594162771707952059,0,336,336
20,584,1,2184203901330450007,0,8,8
20,584,0,7625923668379592734,0,365,21
20,585,1,4594162771707952059,0,336,336
20,585,1,2184203901330450007,0,7,7
20,585,0,7625923668379592734,0,366,23
20,586,1,4594162771707952059,0,335,335
20,586,1,2184203901330450007,0,7,7
20,586,0,7625923668379592734,0,366,24
20,587,1,4594162771707952059,0,336,336
20,587,1,2184203901330450007,0,7,7
20,587,0,7625923668379592734,0,365,22
20,588,1,4594162771707952059,0,337,337
20,588,1,2184203901330450007,0,7,7
20,588,0,7625923668379592734,0,367,23
20,589,1,4594162771707952059,0,337,337
20,589,1,2184203901330450007,0,8,8
20,589,0,7625923668379592734,0,367,22
20,590,1,4594162771707952059,0,336,336
20,590,1,2184203901330450007,0,7,7
20,590,0,7625923668379592734,0,367,24
20,591,1,4594162771707952059,0,337,337
20,591,1,2184203901330450007,0,8,8
20,591,0,7625923668379592734,0,367,22
20,592,1,4594162771707952059,0,337,337
20,592,1,2184203901330450007,0,7,7
20,592,0,7625923668379592734,0,367,23
20,593,1,4594162771707952059,0,337,337
20,593,1,2184203901330450007,0,337,337
20,593,0,7625923668379592734,0,698,24
20,594,1,4594162771707952059,0,337,337
20,594,1,2184203901330450007,0,8,8
20,594,0,7625923668379592734,0,367,22
20,595,1,4594162771707952059,0,336,336
20,595,1,2184203901330450007,0,7,7
20,595,0,7625923668379592734,0,365,22
20,596,1,4594162771707952059,0,336,336
20,596,1,2184203901330450007,0,8,8
20,596,0,7625923668379592734,0,366,22
20,597,1,4594162771707952059,0,336,336
20,597,1,2184203901330450007,0,7,7
20,597,0,7625923668379592734,0,366,23
20,598,1,4594162771707952059,0,336,336
20,598,1,2184203901330450007,0,8,8
20,598,0,7625923668379592734,0,366,22
20,599,1,4594162771707952059,0,337,337
20,599,1,2184203901330450007,0,7,7
20,599,0,7625923668379592734,0,366,22
20,600,1,4594162771707952059,0,336,336
20,600,1,2184203901330450007,0,7,7
20,600,0,7625923668379592734,0,366,23
20,601,1,4594162771707952059,0,336,336
20,601,1,2184203901330450007,0,7,7
20,601,0,7625923668379592734,0,367,24
20,602,1,4594162771707952059,0,337,337
20,602,1,2184203901330450007,0,8,8
20,602,0,7625923668379592734,0,366,21
20,603,1,4594162771707952059,0,337,337
20,603,1,2184203901330450007,0,7,7
20,603,0,7625923668379592734,0,367,23
